ori_mol,backbone,side_chain,label
Fc1ncc(cc1)C(=O)NC(Cc1cc2OCOc2cc1)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,CC(C)(C)Cc1cnc2c(c1)C([NH2+]CC(O)CNC(=O)c1ccc(F)nc1)CC1(CCC1)O2,Cc1ccc2c(c1)OCO2,1
Fc1ncc(cc1)C(=O)NC(Cc1cc2OCOc2cc1)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,CC(C)(C)Cc1cnc2c(c1)C([NH2+]CC(O)C(N)Cc1ccc3c(c1)OCO3)CC1(CCC1)O2,O=Cc1ccc(F)nc1,1
Fc1ncc(cc1)C(=O)NC(Cc1cc2OCOc2cc1)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,CC(O)C(Cc1ccc2c(c1)OCO2)NC(=O)c1ccc(F)nc1,CC(C)(C)Cc1cnc2c(c1)C([NH3+])CC1(CCC1)O2,1
Fc1ncc(cc1)C(=O)NC(Cc1cc2OCOc2cc1)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,CC(C)(C)Cc1cnc2c(c1)C([NH2+]CC(O)C(Cc1ccc3c(c1)OCO3)NC=O)CC1(CCC1)O2,Fc1ccccn1,1
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCC(CC1)C)c1cc(ccc1)C(C)(C)C,CC(=O)NCC(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(C)CC1,Cc1cc(F)cc(F)c1,1
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCC(CC1)C)c1cc(ccc1)C(C)(C)C,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH3+],CC1CCC(c2cccc(C(C)(C)C)c2)CC1,1
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC([C@H](O)C[NH2+]CCF)Cc1ccccc1)C,O=CNC(Cc1ccccc1)[C@H](O)C[NH2+]CCF,CCc1cn2c3c(cccc13)N(C)S(=O)(=O)CC2,1
O(CC)c1cc(ccc1OC)C1(N=C(N)N(C)C1=O)c1cc(ccc1)-c1cccnc1,CN1C(=O)C(c2cccc(-c3cccnc3)c2)N=C1N,CCOc1ccccc1OC,1
Fc1cc(ccc1OC)C1(N=C(N)N(C)C1=O)c1cc(ccc1)-c1cccnc1,COc1ccc(C2N=C(N)N(C)C2=O)cc1F,c1ccc(-c2cccnc2)cc1,1
Fc1cc(ccc1)-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,CN1C(=O)C(c2ccncc2)N=C1N,Fc1cccc(-c2ccccc2)c1,1
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)CCCC#N,CN1C(=O)[C@@H](c2ccc(OC(F)F)cc2)N=C1N,N#CCCCc1ccccc1,1
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)CCCC#N,CN1C(=O)[C@H](c2cccc(CCCC#N)c2)N=C1N,FC(F)Oc1ccccc1,1
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)\C=C\CCCOC,CN1C(=O)[C@@H](c2ccc(OC(F)F)cc2)N=C1N,COCCC/C=C/c1ccccc1,1
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)\C=C\CCCOC,Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,CCCCOC,1
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)\C=C\CCO,CN1C(=O)[C@@H](c2ccc(OC(F)F)cc2)N=C1N,OCC/C=C/c1ccccc1,1
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)\C=C\CCO,CN1C(=O)[C@H](c2cccc(/C=C/CCO)c2)N=C1N,FC(F)Oc1ccccc1,1
S(C(C)C)C(NC(=O)C(C(C)C)CC(O)C1NC(=O)c2cc(N(S(=O)(=O)C)C)cc(c2)C(=O)NC(c2cc(COC1)ccc2)C)C(=O)NCc1ccccc1,CC(C)CCC(O)C1COCc2cccc(c2)C(C)NC(=O)c2cc(cc(N(C)S(C)(=O)=O)c2)C(=O)N1,CC(C)SC(NC=O)C(=O)NCc1ccccc1,1
O=C(NCc1nccnc1)C(Cc1cc2cc(ccc2nc1N)-c1ccccc1C)C,Cc1ccccc1-c1ccc2nc(N)c(C)cc2c1,CCC(=O)NCc1cnccn1,1
FC1(F)COC(=NC1(C)c1cc(NC(=O)c2ncc(OC)cc2)ccc1F)N,CC1(c2cc(N)ccc2F)N=C(N)OCC1(F)F,COc1ccc(C=O)nc1,1
FC1(F)COC(=NC1(C)c1cc(NC(=O)c2ncc(OC)cc2)ccc1F)N,COc1ccc(C(=O)Nc2ccc(F)cc2)nc1,CC1N=C(N)OCC1(F)F,1
S1(=O)(=O)N(CCCC1)c1cc(cc(c1)/C(=N\OC)/C)C(=O)NC([C@@H](O)C[NH2+]Cc1cc(OC)ccc1)Cc1cc(F)cc(F)c1,COc1cccc(C[NH2+]C[C@H](O)C(Cc2cc(F)cc(F)c2)NC=O)c1,CO/N=C(/C)c1cccc(N2CCCCS2(=O)=O)c1,1
S1(=O)(=O)N(CCCC1)c1cc(cc(c1)/C(=N\OC)/C)C(=O)NC([C@@H](O)C[NH2+]Cc1cc(OC)ccc1)Cc1cc(F)cc(F)c1,CO/N=C(/C)c1cc(C(=O)NC(CO)Cc2cc(F)cc(F)c2)cc(N2CCCCS2(=O)=O)c1,C[NH2+]Cc1cccc(OC)c1,1
S1(=O)(=O)N(CCCC1)c1cc(cc(c1)/C(=N\OC)/C)C(=O)NC([C@@H](O)C[NH2+]Cc1cc(OC)ccc1)Cc1cc(F)cc(F)c1,CO/N=C(/C)c1cccc(C(=O)NC(Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)c1,O=S1(=O)CCCCN1,1
S1(=O)(=O)CC(Cc2cc(CC)c(NC(=O)C[NH+](C)C)c(F)c2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,CCc1cc(CC2CS(=O)(=O)CCC2O)cc(F)c1NC(=O)C[NH+](C)C,CC(C)(C)c1cccc(C[NH3+])c1,1
Fc1cc(cc(F)c1)CC(NC(=O)c1cc(cc(Oc2ccccc2OC)c1)C(=O)N(CCC)CCC)C(O)C[NH2+]Cc1cc(OC)ccc1,CCCN(CCC)C(=O)c1cccc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c1,COc1ccccc1O,1
Fc1cc(cc(F)c1)CC(NC(=O)c1cc(cc(Oc2ccccc2OC)c1)C(=O)N(CCC)CCC)C(O)C[NH2+]Cc1cc(OC)ccc1,CCCN(CCC)C(=O)c1cc(Oc2ccccc2OC)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(C)O)c1,COc1cccc(C[NH3+])c1,1
Fc1cc(cc(F)c1)CC(NC(=O)c1cc(cc(c1)/C(=N\OCC(C)C)/C)C(=O)N(CCC)CCC)C(O)C[NH2+]Cc1cc(OC)ccc1,CCCN(CCC)C(=O)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH3+])cc(/C(C)=N\OCC(C)C)c1,COc1cccc(C)c1,1
Brc1cc(ccc1O)CC1CS(=O)(=O)CC([NH2+]Cc2cc(ccc2)C(C)(C)C)C1O,O=S1(=O)CCC(O)C(Cc2ccc(O)c(Br)c2)C1,CC(C)(C)c1cccc(C[NH3+])c1,1
Brc1cc(ccc1O)CC1CS(=O)(=O)CC([NH2+]Cc2cc(ccc2)C(C)(C)C)C1O,[NH3+]C1CS(=O)(=O)CC(Cc2ccc(O)c(Br)c2)C1O,Cc1cccc(C(C)(C)C)c1,1
Brc1cc(ccc1O)CC1CS(=O)(=O)CC([NH2+]Cc2cc(ccc2)C(C)(C)C)C1O,C[NH2+]C1CS(=O)(=O)CC(Cc2ccc(O)c(Br)c2)C1O,CC(C)(C)c1ccccc1,1
Brc1cc(cc(F)c1N)CC1CS(=O)(=O)CC([NH2+]Cc2cc(ccc2)C(C)(C)C)C1O,Nc1c(F)cc(CC2CS(=O)(=O)CCC2O)cc1Br,CC(C)(C)c1cccc(C[NH3+])c1,1
Brc1cc(cc(F)c1N)CC1CS(=O)(=O)CC([NH2+]Cc2cc(ccc2)C(C)(C)C)C1O,Nc1c(F)cc(CC2CS(=O)(=O)CC([NH3+])C2O)cc1Br,Cc1cccc(C(C)(C)C)c1,1
Brc1cc(cc(F)c1N)CC1CS(=O)(=O)CC([NH2+]Cc2cc(ccc2)C(C)(C)C)C1O,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CCC2O)c1,Cc1cc(F)c(N)c(Br)c1,1
Brc1cc(cc(F)c1N)CC1CS(=O)(=O)CC([NH2+]Cc2cc(ccc2)C(C)(C)C)C1O,C[NH2+]C1CS(=O)(=O)CC(Cc2cc(F)c(N)c(Br)c2)C1O,CC(C)(C)c1ccccc1,1
S1(=O)(=O)CC(Cc2cc(OCCC)c(N)c(F)c2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,CC1CS(=O)(=O)CC([NH2+]Cc2cccc(C(C)(C)C)c2)C1O,CCCOc1cccc(F)c1N,1
FC1(F)CN2C(=NC1)C(N=C2N)(c1cc(ccc1)C#CCCOC)c1ccc(OC(F)F)cc1,NC1=NC(c2ccccc2)(c2ccc(OC(F)F)cc2)C2=NCC(F)(F)CN12,C#CCCOC,1
FC1(F)CN2C(=NC1)C(N=C2N)(c1cc(ccc1)C#CCCOC)c1ccc(OC(F)F)cc1,Cc1cccc(C2(c3ccc(OC(F)F)cc3)N=C(N)N3CC(F)(F)CN=C32)c1,CCCOC,1
FC1(F)COC(=NC1(C)c1cc(NC(=O)c2ncc(OC(F)(F)F)cc2)ccc1F)N,CC1(c2ccccc2F)N=C(N)OCC1(F)F,NC(=O)c1ccc(OC(F)(F)F)cn1,1
FC1(F)COC(=NC1(C)c1cc(NC(=O)c2ncc(OC(F)(F)F)cc2)ccc1F)N,CC1(c2cc(NC(=O)c3ccccn3)ccc2F)N=C(N)OCC1(F)F,OC(F)(F)F,1
Clc1cc(cc(Cl)c1NC(=O)C)CNC(=[NH2+])NC(=O)Cn1c2c(cc(cc2)C#N)cc1,CNC(=[NH2+])NC(=O)Cn1ccc2cc(C#N)ccc21,CC(=O)Nc1c(Cl)cccc1Cl,1
Clc1cc(cc(Cl)c1NC(=O)C)CNC(=[NH2+])NC(=O)Cn1c2c(cc(cc2)C#N)cc1,CC(=O)Nc1c(Cl)cc(CNC(=[NH2+])NC=O)cc1Cl,Cn1ccc2cc(C#N)ccc21,1
Clc1cc(cc(Cl)c1NC(=O)C)CNC(=[NH2+])NC(=O)Cn1c2c(cc(cc2)C#N)cc1,CC(=O)Nc1c(Cl)cc(CNC(N)=[NH2+])cc1Cl,N#Cc1ccc2c(ccn2CC=O)c1,1
Clc1cc(cc(Cl)c1NC(=O)C)CNC(=[NH2+])NC(=O)Cn1c2c(cc(cc2)C#N)cc1,CC(=O)NC(=[NH2+])NCc1cc(Cl)c(NC(C)=O)c(Cl)c1,N#Cc1ccc2[nH]ccc2c1,1
FC1(F)CN2C(=NC1)C(N=C2N)(c1cc(ccc1)C#COCCCF)c1ccc(OC(F)F)cc1,Cc1cccc(C2(c3ccc(OC(F)F)cc3)N=C(N)N3CC(F)(F)CN=C32)c1,COCCCF,1
FC1(F)CN2C(=NC1)C(N=C2N)(c1cc(ccc1)C#COCCCF)c1ccc(OC(F)F)cc1,C#Cc1cccc(C2(c3ccc(OC(F)F)cc3)N=C(N)N3CC(F)(F)CN=C32)c1,OCCCF,1
S(=O)(=O)(N(C)c1cc(cc(c1)/C(=N\OCCC)/C)C(=O)NC([C@@H](O)C[NH2+]Cc1cc(OC)ccc1)Cc1cc(F)cc(F)c1)C,CCCO/N=C(/C)c1cc(C(=O)NC[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(N(C)S(C)(=O)=O)c1,Cc1cc(F)cc(F)c1,1
S(=O)(=O)(N(C)c1cc(cc(c1)/C(=N/OC)/C)C(=O)NC([C@@H](O)C[NH2+]Cc1cc(OC)ccc1)Cc1cc(F)cc(F)c1)C,COc1cccc(C[NH2+]C[C@H](O)CCc2cc(F)cc(F)c2)c1,CO/N=C(\C)c1cc(C(N)=O)cc(N(C)S(C)(=O)=O)c1,1
S(=O)(=O)(N(C)c1cc(cc(c1)/C(=N/OC)/C)C(=O)NC([C@@H](O)C[NH2+]Cc1cc(OC)ccc1)Cc1cc(F)cc(F)c1)C,CO/N=C(\C)c1cc(C(=O)NC(C)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(N(C)S(C)(=O)=O)c1,Fc1cccc(F)c1,1
S(=O)(=O)(N(C)c1cc(cc(c1)/C(=N/OC)/C)C(=O)NC([C@@H](O)C[NH2+]Cc1cc(OC)ccc1)Cc1cc(F)cc(F)c1)C,CO/N=C(\C)c1cc(C(=O)NCCc2cc(F)cc(F)c2)cc(N(C)S(C)(=O)=O)c1,COc1cccc(C[NH2+]CCO)c1,1
S(=O)(=O)(N(C)c1cc(cc(c1)/C(=N/OC)/C)C(=O)NC([C@@H](O)C[NH2+]Cc1cc(OC)ccc1)Cc1cc(F)cc(F)c1)C,CO/N=C(\C)c1cccc(C(=O)NC(Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)c1,CNS(C)(=O)=O,1
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)C1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CCCCC1)C,CCc1cn2c3c(cc(C(=O)NC(C)C(O)C[NH2+]C4CCCCC4)cc13)N(C)S(=O)(=O)C2,c1ccccc1,1
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)C1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CCCCC1)C,CCc1cn2c3c(cc(C(=O)NCC(O)C[NH2+]C4CCCCC4)cc13)N(C)S(=O)(=O)C2,Cc1ccccc1,1
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)C1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CCCCC1)C,CCc1cn2c3c(cc(C(=O)NCCc4ccccc4)cc13)N(C)S(=O)(=O)C2,OCC[NH2+]C1CCCCC1,1
Fc1ncccc1-c1cc(ccc1)C1([NH+]=C(N2C1=NCCC2)N)c1ccc(OC(F)(F)F)cc1,NC1=[NH+]C(c2ccccc2)(c2cccc(-c3cccnc3F)c2)C2=NCCCN21,OC(F)(F)F,1
O1CCCCNc2cc(cc(c2)C(=O)NC(Cc2cc1ccc2)C(O)C[NH2+]Cc1cc(ccc1)C(C)C)COC,COCc1cc2cc(c1)C(=O)NC(C(O)C[NH3+])Cc1cccc(c1)OCCCCN2,Cc1cccc(C(C)C)c1,1
O1CCCCNc2cc(cc(c2)C(=O)NC(Cc2cc1ccc2)C(O)C[NH2+]Cc1cc(ccc1)C(C)C)COC,C[NH2+]CC(O)C1Cc2cccc(c2)OCCCCNc2cc(COC)cc(c2)C(=O)N1,CC(C)c1ccccc1,1
O(C(C)C)c1cc(ccc1OC)C1(N=C(N)N(C)C1=O)c1cc(ccc1)-c1cccnc1,COc1ccc(C2N=C(N)N(C)C2=O)cc1OC(C)C,c1ccc(-c2cccnc2)cc1,1
Fc1ncccc1-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,CN1C(=O)C(c2cccc(-c3cccnc3F)c2)N=C1N,FC(F)(F)Oc1ccccc1,1
Fc1cc(cc(F)c1)-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,CN1C(=O)C(c2cccc(-c3cc(F)cc(F)c3)c2)N=C1N,c1ccncc1,1
Fc1cc(cc(F)c1)-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,Fc1cc(F)cc(-c2ccccc2)c1,CN1C(=O)C(c2ccncc2)N=C1N,1
Fc1ncccc1-c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,CN1C(=O)[C@@H](c2ccc(OC(F)(F)F)cc2)N=C1N,Fc1ncccc1-c1ccccc1,1
FC(F)(F)CCCc1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,CN1C(=O)[C@@H](c2ccc(OC(F)F)cc2)N=C1N,FC(F)(F)CCCc1ccccc1,1
Brc1cc(ccc1OC(=O)NC)CC1CS(=O)(=O)CC([NH2+]Cc2cc(ccc2)C(C)C)C1O,CNC(=O)Oc1ccc(CC2CS(=O)(=O)CC([NH2+]C)C2O)cc1Br,CC(C)c1ccccc1,1
Brc1cc(ccc1OC(=O)NC)CC1CS(=O)(=O)CC([NH2+]Cc2cc(ccc2)C(C)C)C1O,CC(C)c1cccc(C[NH2+]C2CS(=O)(=O)CCC2O)c1,CNC(=O)Oc1ccc(C)cc1Br,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(CCCC)C1=O)C)C(O)C[NH2+]Cc1cc(OC)ccc1,CCCCC1CCN(C(C)C(=O)NC(Cc2cc(F)cc(F)c2)C(C)O)C1=O,COc1cccc(C[NH3+])c1,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(CCCC)C1=O)C)C(O)C[NH2+]Cc1cc(OC)ccc1,COc1cccc(C[NH2+]CC(O)C(N)Cc2cc(F)cc(F)c2)c1,CCCCC1CCN(C(C)C=O)C1=O,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(CCCC)C1=O)C)C(O)C[NH2+]Cc1cc(OC)ccc1,COc1cccc(C[NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC=O)c1,CCCCC1CCN(CC)C1=O,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(CCCC)C1=O)C)C(O)C[NH2+]Cc1cc(OC)ccc1,CCCCC1CCN(C(C)C(=O)NC(CO)Cc2cc(F)cc(F)c2)C1=O,C[NH2+]Cc1cccc(OC)c1,1
Fc1ccc(OC)cc1-c1cc2c(OC(CC23N=C(N)N(C)C3=O)(C)C)cc1,CN1C(=O)C2(CC(C)(C)Oc3ccccc32)N=C1N,COc1ccc(F)cc1,1
Fc1c2c(ccc1)C(N=C2N)(C=1C=C(C)C(=O)N(C=1)C)c1cc(ccc1)-c1cncnc1,NC1=NC(c2cccc(-c3cncnc3)c2)c2cccc(F)c21,Cc1cccn(C)c1=O,1
Fc1c2c(ccc1)C(N=C2N)(C=1C=C(C)C(=O)N(C=1)C)c1cc(ccc1)-c1cncnc1,Cc1cc(C2N=C(N)c3c(F)cccc32)cn(C)c1=O,c1ccc(-c2cncnc2)cc1,1
S1(=O)(=O)CC(Cc2cc(F)c(NC(=O)C[NH+](C)C)cc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3cccc(F)c3)C2O)c1,C[NH+](C)CC(N)=O,1
Oc1ccc(cc1-c1cc(cnc1)C#CC)C1(N=C(C)C(=N1)N)C1CC1,CC1=NC(c2ccc(O)cc2)(C2CC2)N=C1N,CC#Cc1cccnc1,1
FC(F)(F)c1cc(ccc1)C[NH2+]CC(O)C(NC(=O)c1cc(N2CCCC2=O)c(C)c(NCC)c1)Cc1ccccc1,CCNc1cc(C(=O)NCCc2ccccc2)cc(N2CCCC2=O)c1C,OCC[NH2+]Cc1cccc(C(F)(F)F)c1,1
O1c2ncc(cc2C([NH2+]CC(O)C(NC(=O)COC)Cc2cc(ccc2)-c2nccn2C)CC12CCC2)CC(C)(C)C,COCC(=O)NC(C)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,Cn1ccnc1-c1ccccc1,1
Fc1cc(cc(F)c1)CC(NC(=O)c1c2c(n(c1)C(=O)N(CCCC)C)cc(F)cc2)C(O)C[NH2+]Cc1cc(OC)ccc1,COc1cccc(C[NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC(=O)c2cn(C=O)c3cc(F)ccc23)c1,CCCCNC,1
Fc1cc(cc(F)c1)CC(NC(=O)c1c2c(n(c1)C(=O)N(CCCC)C)cc(F)cc2)C(O)C[NH2+]Cc1cc(OC)ccc1,CCCCN(C)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(C)O)c2ccc(F)cc21,COc1cccc(C[NH3+])c1,1
Fc1cc(cc(F)c1)CC(NC(=O)c1cc(cc(c1)/C(=N\OCc1ccccc1)/C)C(=O)N(CCC)CCC)C(O)C[NH2+]Cc1cc(OC)ccc1,CCCN(CCC)C(=O)c1cc(CC)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c1,NOCc1ccccc1,1
Fc1cc(cc(F)c1)CC(NC(=O)c1cc(cc(c1)/C(=N\OCc1ccccc1)/C)C(=O)N(CCC)CCC)C(O)C[NH2+]Cc1cc(OC)ccc1,CCCN(CCC)C(=O)c1cc(C(C)=N)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c1,OCc1ccccc1,1
Fc1cc(cc(F)c1)CC(NC(=O)c1cc(cc(c1)/C(=N\OCc1ccccc1)/C)C(=O)N(CCC)CCC)C(O)C[NH2+]Cc1cc(OC)ccc1,COc1cccc(C[NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC(=O)c2cccc(/C(C)=N\OCc3ccccc3)c2)c1,CCCN(C=O)CCC,1
O1CCCCNc2cc(cc(c2)C(=O)NC(Cc2cc1ccc2)C(O)C[NH2+]C1(CCC1)c1cc(ccc1)C(C)(C)C)COC,COCc1cc2cc(c1)C(=O)NC(C(C)O)Cc1cccc(c1)OCCCCN2,CC(C)(C)c1cccc(C2([NH3+])CCC2)c1,1
Clc1cnc(nc1)C(=O)Nc1cc(C2(N=C(OCC2(F)F)N)C)c(F)cc1,O=C(Nc1ccc(F)cc1)c1ncc(Cl)cn1,CC1N=C(N)OCC1(F)F,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(C(O)CCC)C1=O)C)C(O)C[NH2+]Cc1cc(OC)ccc1,CCCC(O)C1CCN(C(C)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH3+])C1=O,COc1cccc(C)c1,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(C(O)CCC)C1=O)C)C(O)C[NH2+]Cc1cc(OC)ccc1,CCCC(O)C1CCN(C(C)C(=O)NCCc2cc(F)cc(F)c2)C1=O,COc1cccc(C[NH2+]CCO)c1,1
S1(=O)(=O)CC(Cc2cc(OC(C(F)(F)F)C(F)(F)F)c(N)c(F)c2)C(O)C([NH2+]Cc2nccc(c2)C(C)(C)C)C1,CC(C)(C)c1ccnc(C[NH2+]C2CS(=O)(=O)CC(Cc3ccc(N)c(F)c3)C2O)c1,OC(C(F)(F)F)C(F)(F)F,1
O(C)c1ccc(cc1)C1(N=C(N)N(C)C1=O)C12CC3CC(C1)CC(C2)C3,CN1C(=O)C(C23CC4CC(CC(C4)C2)C3)N=C1N,COc1ccccc1,1
O(c1cc(ccc1OC)C1(N=C(N)N(C)C1=O)c1cc(ccc1)-c1cccnc1)C1CCCC1,CN1C(=O)C(c2cccc(-c3cccnc3)c2)N=C1N,COc1ccccc1OC1CCCC1,1
O=C1N(C)C(=NC1(c1cc(ccc1)-c1nccnc1)c1ccncc1)N,CN1C(=O)C(c2ccccc2)(c2ccncc2)N=C1N,c1cnccn1,1
Clc1ccccc1-c1n(Cc2nc(N)c(NCCO)cc2)c(cc1)-c1ccc(Oc2cncnc2)cc1,Clc1ccccc1-c1ccc(-c2ccc(Oc3cncnc3)cc2)[nH]1,Cc1ccc(NCCO)c(N)n1,1
Clc1ccccc1-c1n(Cc2nc(N)c(NCCO)cc2)c(cc1)-c1ccc(Oc2cncnc2)cc1,Nc1nc(Cn2cccc2-c2ccc(Oc3cncnc3)cc2)ccc1NCCO,Clc1ccccc1,1
Fc1ccc(cc1OCC(F)F)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,CN1C(=O)[C@](c2ccc(F)cc2)(c2ccc(OC(F)F)cc2)N=C1N,OCC(F)F,1
Fc1ccc(cc1OCC(F)F)[C@]1(N=C(N)N(C)C1=O)c1cc(C)c(OC(F)F)cc1,Cc1cc([C@]2(c3ccc(F)cc3)N=C(N)N(C)C2=O)ccc1OC(F)F,OCC(F)F,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(C(O)CCC)C1=O)C)C(O)C1[NH2+]CC(OCCC)C1,CCCOC1C[NH2+]C(C(O)C(N)Cc2cc(F)cc(F)c2)C1,CCCC(O)C1CCN(C(C)C=O)C1=O,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(C(O)CCC)C1=O)C)C(O)C1[NH2+]CC(OCCC)C1,CCCOC1C[NH2+]C(C(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(C)N2CCCC2=O)C1,CCCCO,1
O=C1N(C)C(=NC1(c1cc(ccc1)-c1cncnc1)c1cn(nc1)C1CCCC1)N,CN1C(=O)C(c2cnn(C3CCCC3)c2)N=C1N,c1ccc(-c2cncnc2)cc1,1
s1cc(cc1)C1(N=C(N)N(C)C1=O)c1cc(ccc1)-c1cncnc1,CN1C(=O)C(c2ccsc2)N=C1N,c1ccc(-c2cncnc2)cc1,1
s1ccnc1-c1cccc(CC(NC(=O)COC)C(O)C[NH2+]C2CC3(Oc4ncc(cc24)CC(C)(C)C)CCC3)c1F,CC(C)(C)Cc1cnc2c(c1)C([NH2+]CC(O)CCc1cccc(-c3nccs3)c1F)CC1(CCC1)O2,COCC(N)=O,1
s1ccnc1-c1cccc(CC(NC(=O)COC)C(O)C[NH2+]C2CC3(Oc4ncc(cc24)CC(C)(C)C)CCC3)c1F,COCC(=O)NC(CO)Cc1cccc(-c2nccs2)c1F,C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,1
s1ccnc1-c1cccc(CC(NC(=O)COC)C(O)C[NH2+]C2CC3(Oc4ncc(cc24)CC(C)(C)C)CCC3)c1F,COCC(=O)NC(Cc1cccc(-c2nccs2)c1F)C(O)C[NH2+]C1CC2(CCC2)Oc2ncccc21,CC(C)(C)C,1
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC([C@H](O)C[NH2+]CC#C)Cc1ccccc1)C,CCc1cn2c3c(cc(C(N)=O)cc13)N(C)S(=O)(=O)CC2,C#CC[NH2+]C[C@@H](O)CCc1ccccc1,1
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC([C@H](O)C[NH2+]CC#C)Cc1ccccc1)C,C#CC[NH2+]C[C@@H](O)C(C)NC(=O)c1cc2c3c(c1)c(CC)cn3CCS(=O)(=O)N2C,c1ccccc1,1
Fc1cc(cc(F)c1)CC(NC(=O)c1c2cccnc2n(c1)C(=O)N(CCOC)C)C(O)C[NH2+]Cc1cc(OC)ccc1,COCCN(C)C(=O)n1cc(C(=O)NC(CO)Cc2cc(F)cc(F)c2)c2cccnc21,C[NH2+]Cc1cccc(OC)c1,1
